,CT,ME,NEMA,NH,RI,SEMA,VT,WCMA
8460,3559.40,1364.20,2945.20,1385.60,1000.60,1664.40,634.00,2051.10
8461,3530.80,1353.80,2951.00,1367.00,980.40,1674.00,625.90,2035.60
8462,3533.70,1338.70,2916.20,1308.90,985.90,1668.40,623.70,2051.10
8463,3584.50,1275.50,2992.80,1375.90,997.90,1725.40,661.70,2094.50
8464,3838.80,1394.50,3175.50,1488.20,1058.00,1886.80,692.90,2238.80
8465,4061.10,1393.50,3299.90,1591.50,1070.50,2000.90,729.20,2400.50
8466,4012.70,1417.60,3175.60,1559.90,1059.90,1973.40,723.80,2365.40
8467,3904.80,1270.70,3137.00,1486.00,1041.40,1951.70,669.80,2278.20
8468,3701.70,1164.30,2991.00,1388.20,989.20,1885.60,643.60,2155.40
8469,3451.00,1033.00,2838.00,1295.30,921.50,1752.20,576.30,2030.40
8470,3126.50,892.70,2648.50,1128.40,833.10,1565.60,520.70,2125.40
8471,2829.10,793.70,2390.10,1028.50,766.20,1402.70,486.30,1966.40
8472,2708.70,887.70,2311.70,1057.70,703.00,1319.50,553.00,2649.20
8473,2589.70,864.50,2204.10,1013.90,670.90,1262.00,531.40,3127.70
8474,2550.00,851.30,2189.30,999.80,660.80,1241.70,521.00,3107.30
8475,2557.90,839.30,2193.60,1006.60,666.90,1250.50,524.00,3097.40
8476,2642.10,887.90,2235.20,1042.70,673.40,1276.90,538.80,2885.40
8477,2892.70,970.00,2420.80,1123.70,698.20,1398.40,580.40,2510.40
8478,3337.10,1258.10,2759.90,1334.00,859.30,1604.80,664.70,1913.60
8479,3636.30,1290.00,2944.50,1421.80,947.60,1708.20,691.00,2046.20
8480,3696.10,1304.60,3004.40,1411.70,984.50,1694.80,682.90,2072.80
8481,3688.80,1225.30,3038.50,1412.90,969.50,1658.50,661.50,2069.70
8482,3716.00,1225.00,2955.60,1411.60,980.70,1663.90,632.20,2089.40
8483,3692.10,1152.00,2948.60,1367.50,967.30,1660.00,613.20,2084.70
8484,3671.70,1167.50,2954.90,1365.10,983.10,1660.40,604.30,2084.00
8485,3652.80,1182.60,2946.30,1354.20,955.20,1667.90,607.00,2090.10
8486,3652.10,1212.80,2952.00,1372.70,954.70,1679.00,633.70,2089.10
8487,3720.80,1218.80,2996.30,1411.40,956.50,1729.10,669.50,2141.20
8488,4042.20,1249.90,3237.40,1581.80,1059.10,1961.30,758.10,2334.60
8489,4335.70,1335.90,3373.40,1692.30,1118.80,2115.80,808.20,2479.20
8490,4305.50,1286.00,3291.60,1675.50,1098.70,2118.80,799.10,2439.00
8491,4202.00,1199.70,3213.80,1640.10,1065.20,2068.20,794.30,2397.50
8492,4038.70,1099.50,3120.50,1564.90,1023.00,1990.50,760.80,2310.80
8493,3813.50,1027.90,2972.00,1478.10,971.20,1877.70,732.00,2186.60
8494,3489.00,919.10,2790.80,1320.10,898.90,1700.90,676.30,2038.50
8495,3177.60,856.10,2581.80,1198.10,834.50,1537.90,652.00,1861.70
8496,2834.40,712.40,2398.50,1111.70,747.70,1388.00,608.40,1978.20
8497,2740.80,817.80,2309.10,1070.00,720.60,1339.20,568.60,1921.60
8498,2689.70,693.50,2280.00,1057.40,718.50,1325.70,565.90,2166.30
8499,2694.70,696.10,2291.40,1070.50,717.20,1337.00,569.60,2169.10
8500,2791.10,765.00,2332.60,1107.60,734.10,1381.00,582.80,1966.40
8501,3024.50,861.80,2503.00,1233.10,792.30,1498.40,631.70,1787.90
8502,3520.00,1124.90,2841.80,1388.50,894.80,1688.10,695.80,2048.30
8503,3862.40,1256.70,3113.50,1508.60,1010.60,1839.50,745.20,2220.60
8504,3847.50,1267.30,3138.50,1518.70,1023.00,1823.60,744.90,2187.60
8505,3827.90,1181.60,3092.60,1501.60,997.80,1744.80,722.30,2136.00
8506,3816.00,1225.80,3090.90,1494.40,999.70,1742.80,674.40,2151.30
8507,3756.80,1220.90,3062.40,1437.50,980.80,1715.60,647.10,2115.30
8508,3679.80,1191.10,3039.10,1413.70,984.30,1703.00,633.30,2115.40
8509,3655.00,1200.10,3044.90,1420.30,978.50,1716.40,648.80,2111.60
8510,3609.60,1197.50,3038.20,1413.60,958.70,1721.40,636.90,2110.00
8511,3691.50,1346.50,3072.20,1432.70,970.70,1761.40,696.30,2150.10
8512,4029.70,1555.50,3295.80,1611.40,1059.00,1975.00,797.30,2309.40
8513,4393.90,1612.50,3452.90,1717.30,1140.60,2142.80,836.90,2448.90
8514,4343.30,1572.70,3342.20,1695.00,1093.10,2110.50,825.40,2417.00
8515,4173.00,1497.00,3275.60,1616.00,1061.60,2059.10,811.90,2368.50
8516,4042.10,1438.10,3189.80,1562.30,1038.50,1999.60,818.50,2312.80
8517,3814.70,1303.90,3026.50,1472.90,969.30,1871.20,775.80,2192.90
8518,3500.60,1195.10,2796.10,1333.90,888.40,1702.60,717.30,2023.20
8519,3125.20,1100.60,2591.20,1210.80,853.80,1549.60,659.80,1858.30
8520,2909.10,1050.90,2441.10,1137.40,772.40,1449.10,647.40,1759.90
8521,2792.60,1049.70,2350.90,1098.40,741.90,1394.20,641.70,1702.40
8522,2726.30,1023.90,2297.20,1052.00,728.30,1366.40,613.20,1921.30
8523,2743.90,1057.00,2317.60,1082.50,742.10,1384.40,636.30,1689.40
8524,2799.60,1073.50,2367.80,1125.90,747.70,1411.60,626.80,1726.70
8525,3013.40,1195.30,2497.40,1210.60,788.80,1492.30,662.70,1829.50
8526,3461.90,1385.90,2870.50,1360.00,926.10,1711.70,743.10,2037.60
8527,3769.30,1489.40,3159.70,1483.10,1002.40,1843.20,798.20,2197.90
8528,3869.10,1540.20,3216.10,1515.70,1021.70,1849.40,815.90,2232.90
8529,3912.00,1519.70,3273.70,1530.80,1082.70,1848.00,777.00,2291.30
8530,3932.90,1551.30,3291.50,1549.00,1107.80,1841.60,790.30,2317.90
8531,3909.50,1538.20,3290.60,1543.80,1090.10,1837.50,775.30,2300.80
8532,3867.00,1509.00,3232.90,1541.00,1090.70,1842.90,777.90,2314.10
8533,3766.30,1483.70,3201.80,1506.50,1061.50,1823.60,748.30,2264.60
8534,3743.50,1487.50,3193.90,1496.60,1031.10,1805.60,752.00,2245.00
8535,3792.30,1517.20,3184.20,1519.60,1043.70,1845.20,769.50,2269.90
8536,4023.80,1627.90,3335.70,1625.90,1099.30,1974.50,813.80,2372.10
8537,4337.70,1642.40,3428.30,1708.00,1112.30,2090.70,836.70,2426.60
8538,4231.80,1557.10,3299.60,1635.70,1064.20,2074.80,784.40,2350.20
8539,4035.70,1478.60,3174.40,1585.90,1012.40,1948.90,756.50,2302.20
8540,3879.50,1376.80,3022.20,1502.90,954.80,1861.00,720.10,2234.50
8541,3666.50,1259.70,2906.10,1440.00,900.40,1750.40,721.30,2125.60
8542,3351.10,1084.80,2702.50,1247.20,804.50,1623.00,628.30,1942.80
8543,3003.90,1010.40,2511.70,1141.20,754.60,1468.40,600.10,1772.20
8544,2729.70,893.30,2259.00,1033.70,700.60,1314.90,568.70,1895.10
8545,2594.80,897.30,2153.10,990.40,666.10,1249.90,563.30,2083.10
8546,2514.40,888.00,2103.10,943.40,653.50,1215.30,545.30,2291.40
8547,2483.10,863.50,2127.60,967.20,647.90,1204.90,519.30,2281.60
8548,2511.90,832.80,2144.90,974.30,653.40,1219.50,525.70,2293.60
8549,2595.40,945.60,2183.30,1021.30,673.90,1266.30,555.20,2071.80
8550,2767.70,1056.50,2313.80,1108.20,714.40,1347.50,609.00,2185.80
8551,2986.90,1178.60,2446.80,1215.20,756.90,1448.60,635.60,1782.80
8552,3202.40,1260.30,2629.90,1303.50,807.90,1555.90,675.70,1890.00
8553,3394.40,1259.40,2740.10,1359.60,875.20,1634.80,675.00,1958.20
8554,3463.90,1189.60,2793.00,1380.30,912.20,1670.10,667.90,1993.50
8555,3461.50,1152.20,2831.40,1377.40,923.40,1673.60,648.50,1996.20
8556,3458.60,1164.80,2780.10,1383.50,927.30,1666.90,663.00,2004.00
8557,3408.90,1180.20,2731.70,1367.20,896.20,1665.70,655.60,1985.20
8558,3359.00,1223.20,2682.50,1335.20,878.70,1632.20,662.60,1982.30
8559,3379.80,1264.70,2716.70,1355.40,899.60,1664.10,670.30,1995.60
8560,3612.40,1377.80,2933.50,1471.20,979.00,1817.30,717.90,2111.80
8561,3814.70,1426.90,3032.50,1547.80,968.90,1907.40,755.90,2172.80
8562,3732.30,1333.90,2956.50,1492.30,925.00,1871.20,722.60,2135.50
8563,3589.40,1257.30,2851.40,1420.10,893.80,1811.30,684.00,2081.70
8564,3473.10,1197.40,2766.00,1368.00,856.70,1746.80,675.10,2011.40
8565,3304.20,1078.40,2667.70,1272.60,809.80,1615.80,643.80,1917.40
8566,3025.70,947.00,2511.40,1154.10,751.40,1491.40,577.90,2046.20
8567,2763.80,854.30,2359.20,1058.20,693.50,1354.80,538.00,1896.80
8568,2585.00,822.70,2361.70,1022.30,687.70,1305.70,545.50,2364.90
8569,2464.00,780.20,2212.00,983.00,657.60,1239.80,525.60,2834.40
8570,2392.00,759.00,2192.40,955.00,644.50,1200.30,510.40,3041.70
8571,2374.90,772.20,2165.30,949.80,639.60,1190.40,505.40,3023.40
8572,2406.20,797.40,2178.90,970.70,622.70,1186.70,508.00,3033.80
8573,2498.80,785.00,2168.90,1034.40,645.70,1232.60,510.60,3068.40
8574,2667.90,967.10,2422.40,1121.90,686.80,1313.10,529.60,2629.50
8575,2862.20,1054.80,2454.20,1222.80,727.20,1405.20,571.70,2179.90
8576,3075.10,1103.00,2673.10,1301.00,804.10,1533.50,626.10,2082.10
8577,3217.30,1158.00,2797.30,1353.70,844.80,1592.50,652.20,1927.20
8578,3301.80,1135.50,2803.20,1371.80,874.60,1635.50,651.70,1987.60
8579,3334.80,1128.50,2835.70,1363.80,888.40,1654.10,632.30,1982.50
8580,3319.00,1174.00,2809.40,1349.40,883.20,1661.30,612.70,1986.50
8581,3254.70,1238.10,2815.00,1335.20,866.90,1650.50,612.20,1904.70
8582,3231.40,1255.50,2784.50,1319.00,819.30,1624.80,626.40,1871.30
8583,3290.30,1291.50,2817.10,1346.30,825.20,1665.30,658.10,1905.60
8584,3479.70,1339.20,2921.70,1463.70,883.60,1798.10,704.00,2034.80
8585,3706.00,1396.70,3012.70,1536.60,934.20,1904.80,696.50,2137.20
8586,3709.70,1376.30,2983.70,1501.80,921.30,1879.20,665.10,2103.70
8587,3608.50,1328.90,2882.30,1449.30,897.20,1819.10,648.60,2039.90
8588,3488.20,1272.40,2866.00,1404.30,871.10,1763.10,641.70,1981.80
8589,3321.50,1173.00,2721.70,1319.50,824.60,1672.40,642.70,1912.30
8590,3087.40,1073.00,2551.10,1217.70,796.00,1553.10,618.40,1843.90
8591,2841.70,1015.80,2373.10,1122.10,737.10,1419.50,590.80,1947.50
8592,2747.00,837.60,2394.20,1054.20,708.90,1352.10,513.10,1624.90
8593,2612.10,853.10,2290.20,1008.80,678.60,1281.50,496.10,1799.20
8594,2530.30,789.20,2217.30,955.50,665.00,1236.30,498.70,2294.70
8595,2504.90,789.80,2186.80,950.00,663.00,1219.80,496.90,2280.90
8596,2520.80,814.10,2200.80,963.80,671.90,1236.00,504.40,2296.30
8597,2637.70,845.40,2275.80,1018.60,700.70,1283.70,524.30,2087.50
8598,2786.60,944.70,2378.70,1064.50,753.90,1359.20,551.20,1649.60
8599,2983.30,969.50,2524.10,1168.60,776.30,1444.10,594.10,1754.10
8600,3139.50,994.80,2626.40,1301.10,808.40,1548.30,634.90,1863.80
8601,3260.10,968.90,2695.20,1342.90,824.00,1608.40,641.20,1915.90
8602,3329.70,973.00,2759.90,1361.20,836.90,1642.70,599.60,1960.30
8603,3297.50,921.70,2739.50,1318.40,835.00,1645.10,592.60,1945.90
8604,3253.70,896.40,2732.80,1281.90,784.60,1614.90,573.80,1935.50
8605,3198.10,876.70,2707.50,1242.90,770.30,1596.00,625.60,1846.40
8606,3151.90,869.90,2704.80,1216.80,781.00,1583.50,632.90,1819.90
8607,3189.60,910.90,2728.40,1246.80,794.40,1618.30,662.30,1848.80
8608,3374.40,984.00,2834.10,1391.10,859.50,1773.30,699.00,1972.90
8609,3650.70,1059.80,2948.70,1475.30,926.20,1885.00,684.30,2106.20
8610,3628.80,1035.50,2930.40,1456.10,929.80,1878.50,663.40,2087.60
8611,3610.40,1007.60,2911.00,1426.40,924.10,1859.30,661.00,2070.10
8612,3530.80,934.80,2869.20,1366.20,900.40,1822.20,624.20,2025.70
8613,3354.90,864.20,2755.30,1277.00,848.40,1726.00,610.70,1940.10
8614,3139.70,737.80,2615.10,1181.10,815.50,1602.20,620.20,1860.40
8615,2900.90,664.30,2452.40,1106.80,761.00,1474.10,602.00,1719.70
8616,2896.40,759.20,2449.70,1114.30,743.40,1389.20,538.70,2227.60
8617,2790.80,771.30,2374.90,1086.60,729.80,1335.00,520.60,2430.50
8618,2740.00,736.10,2350.40,1051.50,722.20,1319.00,517.30,2662.80
8619,2742.20,715.20,2355.70,1038.70,722.90,1322.90,496.20,2669.20
8620,2826.90,749.10,2418.00,1058.60,738.10,1364.40,497.80,2464.30
8621,3045.70,832.80,2582.80,1179.60,762.40,1440.60,575.40,2072.00
8622,3444.20,1003.40,2881.90,1345.90,861.60,1612.20,629.60,2008.50
8623,3719.30,1142.70,3110.50,1444.70,967.50,1744.50,694.60,2167.70
8624,3791.60,1226.20,3187.90,1483.20,998.90,1791.80,713.90,2187.50
8625,3865.80,1208.40,3234.10,1489.20,1036.00,1808.50,710.10,2223.00
8626,3882.90,1166.10,3260.70,1495.80,1054.70,1820.40,696.30,2241.30
8627,3824.10,1141.10,3224.50,1471.80,1042.20,1802.20,679.20,2221.00
8628,3762.70,1112.60,3200.60,1457.60,1012.40,1795.30,668.00,2202.60
8629,3630.40,1099.10,3149.00,1434.70,983.90,1761.60,666.90,2150.90
8630,3633.40,1096.40,3152.20,1423.30,981.50,1774.50,681.10,2153.10
8631,3704.00,1146.70,3214.70,1448.30,1000.30,1834.70,719.50,2210.10
8632,3987.10,1254.50,3424.00,1562.30,1085.80,2013.30,778.70,2373.40
8633,4434.10,1324.50,3602.10,1677.60,1193.80,2221.30,826.10,2533.20
8634,4446.30,1312.70,3543.10,1682.70,1155.40,2185.30,831.20,2508.50
8635,4358.60,1266.00,3480.80,1655.00,1130.20,2142.30,820.90,2453.60
8636,4155.40,1192.80,3362.00,1595.50,1074.00,2055.80,801.00,2380.50
8637,3965.60,1085.60,3199.20,1488.40,1022.90,1947.90,754.10,2285.70
8638,3660.90,907.90,2954.30,1304.70,951.60,1783.80,672.30,2383.30
8639,3323.60,859.00,2714.50,1177.90,873.40,1614.90,636.30,2197.50
8640,3127.20,924.90,2513.30,1173.30,801.30,1501.60,590.80,2061.60
8641,3022.80,897.10,2443.30,1126.00,774.30,1450.10,566.10,2297.90
8642,2971.00,923.00,2419.70,1108.90,765.60,1427.80,586.60,2277.60
8643,2964.90,912.20,2425.10,1115.00,766.10,1430.30,586.50,2282.50
8644,3046.90,958.80,2493.30,1160.80,785.20,1471.90,589.00,2047.50
8645,3269.90,998.20,2666.60,1257.30,814.80,1579.10,632.80,1919.50
8646,3687.20,1245.80,3022.10,1359.60,916.60,1729.40,709.50,2126.20
8647,4013.90,1349.70,3317.40,1403.50,1003.50,1847.50,760.60,2327.40
8648,4156.10,1406.00,3408.60,1431.80,1034.30,1889.60,782.30,2306.00
8649,4274.70,1409.00,3433.70,1437.80,1047.90,1906.00,769.30,2317.40
8650,4308.40,1400.20,3478.40,1435.60,1067.00,1930.40,757.90,2322.00
8651,4281.40,1377.60,3488.90,1435.90,1068.60,1936.80,739.00,2313.80
8652,4171.20,1339.70,3452.20,1398.60,1042.60,1917.50,723.90,2294.30
8653,4122.10,1333.40,3444.60,1387.50,1030.80,1916.00,719.40,2289.20
8654,4104.90,1326.10,3439.90,1375.30,1019.70,1921.00,709.40,2297.50
8655,4150.00,1377.50,3352.00,1531.50,1033.20,1966.00,738.70,2346.00
8656,4472.90,1463.00,3560.10,1660.40,1138.00,2143.20,819.70,2476.10
8657,4818.90,1492.20,3737.10,1768.20,1225.90,2329.60,872.00,2665.70
8658,4767.20,1492.00,3647.30,1765.30,1190.80,2276.20,870.00,2620.40
8659,4664.90,1463.50,3581.90,1738.70,1173.80,2234.70,851.60,2563.60
8660,4529.20,1368.40,3494.60,1682.50,1135.80,2163.60,826.20,2483.90
8661,4257.60,1286.10,3339.70,1573.70,1069.10,2042.70,736.70,2384.60
8662,3946.40,1076.60,3072.30,1391.90,998.80,1881.30,693.20,2480.20
8663,3611.40,991.20,2831.20,1256.60,919.00,1711.00,681.60,2289.20
8664,3459.80,978.40,2832.90,1160.30,879.60,1639.90,655.60,2181.50
8665,3348.30,939.30,2762.10,1074.10,852.40,1597.70,638.30,2703.70
8666,3294.10,915.30,2757.60,1086.40,838.30,1570.40,632.90,2930.30
8667,3308.30,914.90,2768.90,964.40,835.80,1581.70,633.80,2685.70
8668,3382.20,958.20,2842.10,994.10,856.50,1620.70,648.80,2728.40
8669,3635.50,1075.00,3036.70,1319.80,910.70,1733.40,701.00,2615.70
8670,4084.60,1356.70,3349.80,1477.50,1043.60,1901.20,742.40,2368.90
8671,4449.20,1402.10,3547.20,1582.60,1099.10,2021.80,784.30,2495.40
8672,4584.00,1435.70,3615.30,1605.10,1139.20,2072.80,789.70,2465.00
8673,4676.50,1442.30,3646.80,1607.40,1155.40,2102.60,777.80,2483.00
8674,4748.40,1457.60,3684.10,1614.80,1176.00,2131.20,767.00,2553.70
8675,4749.10,1446.50,3682.60,1607.10,1164.70,2141.40,749.00,2616.60
8676,4619.80,1385.60,3634.00,1587.40,1139.40,2129.40,740.90,2569.20
8677,4524.60,1386.40,3604.70,1582.70,1115.40,2097.20,739.30,2563.50
8678,4497.50,1373.30,3625.40,1576.00,1114.10,2089.90,739.20,2559.60
8679,4591.50,1417.70,3673.60,1603.30,1132.00,2122.80,758.80,2568.40
8680,4838.90,1509.80,3875.80,1736.00,1205.00,2270.30,826.80,2681.90
8681,5143.80,1547.80,4013.20,1842.40,1292.70,2454.20,577.00,2830.70
8682,5088.60,1506.30,3920.80,1829.30,1282.20,2421.10,737.90,2793.10
8683,4950.30,1464.30,3828.70,1793.30,1236.30,2333.40,897.30,2649.00
8684,4804.20,1423.70,3725.70,1699.40,1190.90,2244.90,866.90,2630.50
8685,4582.40,1310.20,3578.40,1591.00,1107.90,2139.70,826.70,2509.00
8686,4172.70,1186.40,3301.70,1428.90,1028.00,1967.00,766.60,2386.40
8687,3856.30,1144.40,3066.70,1291.60,951.90,1792.90,698.40,2370.80
8688,3545.60,1167.50,2909.60,1278.80,886.50,1647.50,687.10,2262.30
8689,3426.50,1160.20,2825.10,1230.10,848.90,1589.40,673.10,2451.20
8690,3380.20,1146.90,2800.60,1032.70,841.50,1567.20,663.50,2173.50
8691,3392.40,1154.30,2808.40,1089.70,846.10,1573.30,663.50,2432.50
8692,3466.30,1223.00,2866.60,1042.30,871.90,1614.10,676.00,2225.10
8693,3688.30,1372.10,3014.70,1123.20,918.60,1706.30,719.60,2056.80
8694,4131.00,1579.40,3321.70,1232.90,1020.60,1876.70,775.60,2277.10
8695,4492.10,1671.20,3574.50,1624.50,1074.60,1991.60,818.10,2464.70
8696,4633.40,1714.10,3618.50,1571.40,1105.40,2030.10,829.70,2448.90
8697,4739.80,1729.50,3632.20,1656.80,1115.60,2039.80,701.20,2480.30
8698,4751.10,1739.80,3628.30,1648.90,1107.30,2040.90,676.80,2478.00
8699,4707.50,1699.40,3601.20,1643.90,1103.70,2038.70,787.50,2466.40
8700,4592.40,1666.40,3531.00,1618.20,1085.00,2033.50,777.00,2452.20
8701,4479.80,1633.30,3480.50,1612.40,1051.90,1995.60,752.70,2401.60
8702,4459.30,1643.50,3438.60,1597.40,1045.30,1987.70,774.90,2387.90
8703,4489.60,1695.30,3449.20,1635.00,1059.20,2018.70,793.20,2419.50
8704,4707.60,1774.90,3593.80,1769.80,1122.40,2147.00,837.60,2536.60
8705,4967.00,1778.30,3711.70,1894.60,1218.60,2311.50,587.90,2719.30
8706,4928.20,1768.90,3651.00,1858.40,1179.50,2279.10,708.60,2631.90
8707,4789.90,1685.80,3558.20,1757.60,1153.80,2209.30,856.60,2557.00
8708,4633.90,1602.60,3435.40,1670.70,1114.70,2132.00,839.10,2478.40
8709,4406.20,1473.20,3284.70,1567.40,1052.80,2014.90,812.10,2372.00
8710,4032.80,1306.00,3069.10,1419.00,973.80,1861.40,706.30,2218.30
8711,3726.80,1228.50,2859.70,1268.60,896.60,1692.80,650.40,2033.20
8712,3429.80,1192.30,2807.10,1245.00,899.10,1583.70,673.30,1885.90
8713,3286.90,1174.20,2725.60,1196.70,868.20,1522.20,659.30,2363.80
8714,3213.30,1156.30,2688.80,1170.50,856.70,1489.50,645.20,2301.50
8715,3198.70,1149.60,2695.20,1170.60,852.60,1486.50,638.90,2302.50
8716,3205.50,1140.30,2719.30,1182.20,860.40,1502.20,643.40,2318.10
8717,3296.10,1218.90,2790.10,1234.90,887.70,1545.00,657.70,2375.60
8718,3487.10,1314.50,2912.90,1303.90,931.20,1612.90,686.90,2218.50
8719,3676.50,1396.90,3029.50,1416.40,996.70,1707.80,725.60,2074.40
8720,3906.50,1561.00,3113.30,1496.30,1072.30,1820.30,763.90,2194.70
8721,4139.10,1613.80,3168.50,1539.70,1112.60,1918.30,558.10,2286.40
8722,4208.20,1602.70,3195.90,1553.40,1131.20,1955.10,576.10,2302.40
8723,4182.80,1584.50,3120.50,1547.90,1130.50,1961.60,751.00,2305.70
8724,4127.90,1558.90,3131.30,1523.80,1106.70,1951.80,738.40,2299.20
8725,4013.40,1532.80,3074.30,1508.10,1090.60,1926.00,691.80,2264.90
8726,3954.90,1526.60,3065.70,1499.60,1058.10,1908.40,698.70,2257.40
8727,3983.50,1555.80,3080.60,1540.30,1071.80,1931.80,742.90,2283.60
8728,4261.80,1666.50,3209.60,1688.80,1150.30,2097.20,811.40,2389.30
8729,4525.70,1721.90,3350.90,1805.00,1197.40,2226.50,658.60,2489.80
8730,4467.30,1689.10,3332.90,1757.70,1170.40,2155.90,805.90,2426.30
8731,4344.80,1599.10,3293.80,1643.70,1133.40,2075.60,780.70,2371.50
8732,4128.50,1523.50,3189.20,1563.90,1103.50,1997.30,764.10,2302.60
8733,3941.30,1417.20,3081.50,1477.60,1054.80,1901.80,738.80,2211.90
8734,3688.40,1220.90,2909.50,1372.90,987.80,1761.20,645.20,2330.50
8735,3457.00,1231.30,2735.80,1262.80,927.40,1619.10,605.20,2184.60
8736,3441.10,1168.60,2770.50,1256.80,918.20,1562.70,644.40,2416.40
8737,3264.60,1144.60,2685.70,1203.80,889.80,1501.50,629.60,2884.00
8738,3189.70,1119.30,2643.50,1184.40,872.30,1472.70,617.40,3344.30
8739,3164.00,1119.30,2658.10,1179.90,859.60,1465.70,613.60,3338.70
8740,3177.60,1130.50,2683.50,1194.50,857.90,1470.90,618.50,3076.40
8741,3274.60,1166.40,2704.50,1231.40,881.10,1511.10,623.80,3133.40
8742,3456.10,1244.30,2852.60,1296.00,918.50,1565.30,663.40,2963.00
8743,3729.60,1358.80,2959.70,1409.60,952.00,1632.00,706.60,2267.10
8744,3929.90,1467.50,3089.60,1514.00,1032.40,1781.90,743.60,2133.80
8745,4116.00,1514.30,3131.00,1588.20,1072.50,1872.20,754.90,2242.60
8746,4206.50,1543.30,3233.70,1612.70,1094.50,1915.00,744.20,2286.90
8747,4242.70,1484.50,3218.40,1623.30,1096.30,1940.70,715.20,2313.50
8748,4275.60,1404.20,3225.30,1589.60,1094.80,1953.80,696.40,2298.60
8749,4262.30,1379.60,3197.60,1576.90,1083.10,1957.20,699.80,2285.90
8750,4251.40,1384.40,3204.00,1570.70,1074.00,1964.30,712.80,2295.90
8751,4298.40,1415.40,3256.70,1601.80,1088.20,1993.20,746.00,2343.70
8752,4471.20,1513.50,3442.70,1753.30,1161.50,2173.50,550.20,2479.90
8753,4770.80,1596.30,3631.50,1881.00,1234.90,2319.70,561.00,2634.20
8754,4790.20,1587.30,3617.90,1870.00,1213.90,2254.90,563.10,2596.10
8755,4669.50,1531.10,3573.00,1797.90,1184.90,2170.70,557.20,2543.40
8756,4523.50,1459.30,3493.50,1707.50,1152.50,2090.30,548.30,2476.10
8757,4318.50,1352.60,3362.60,1596.40,1114.20,1993.00,757.70,2370.50
8758,4046.40,1189.00,3195.50,1481.70,1052.50,1878.60,662.40,2480.80
8759,3848.20,1145.80,3045.90,1359.90,1014.90,1769.40,647.10,2341.70
8760,,,,,,,,
8761,,,,,,,,
8762,,,,,,,,
8763,,,,,,,,
8764,,,,,,,,
8765,,,,,,,,
8766,,,,,,,,
8767,,,,,,,,
8768,,,,,,,,
8769,,,,,,,,
8770,,,,,,,,
8771,,,,,,,,
8772,,,,,,,,
8773,,,,,,,,
8774,,,,,,,,
8775,,,,,,,,
8776,,,,,,,,
8777,,,,,,,,
8778,,,,,,,,
8779,,,,,,,,
8780,,,,,,,,
8781,,,,,,,,
8782,,,,,,,,
8783,,,,,,,,
8784,,,,,,,,
8785,,,,,,,,
8786,,,,,,,,
8787,,,,,,,,
8788,,,,,,,,
8789,,,,,,,,
8790,,,,,,,,
8791,,,,,,,,
8792,,,,,,,,
8793,,,,,,,,
8794,,,,,,,,
8795,,,,,,,,
8796,,,,,,,,
8797,,,,,,,,
8798,,,,,,,,
8799,,,,,,,,
8800,,,,,,,,
8801,,,,,,,,
8802,,,,,,,,
8803,,,,,,,,
8804,,,,,,,,
8805,,,,,,,,
8806,,,,,,,,
8807,,,,,,,,
8808,,,,,,,,
8809,,,,,,,,
8810,,,,,,,,
8811,,,,,,,,
8812,,,,,,,,
8813,,,,,,,,
8814,,,,,,,,
8815,,,,,,,,
8816,,,,,,,,
8817,,,,,,,,
8818,,,,,,,,
8819,,,,,,,,
8820,,,,,,,,
8821,,,,,,,,
8822,,,,,,,,
8823,,,,,,,,
8824,,,,,,,,
8825,,,,,,,,
8826,,,,,,,,
8827,,,,,,,,
8828,,,,,,,,
8829,,,,,,,,
8830,,,,,,,,
8831,,,,,,,,
8832,,,,,,,,
8833,,,,,,,,
8834,,,,,,,,
8835,,,,,,,,
8836,,,,,,,,
8837,,,,,,,,
8838,,,,,,,,
8839,,,,,,,,
8840,,,,,,,,
8841,,,,,,,,
8842,,,,,,,,
8843,,,,,,,,
8844,,,,,,,,
8845,,,,,,,,
8846,,,,,,,,
8847,,,,,,,,
8848,,,,,,,,
8849,,,,,,,,
8850,,,,,,,,
8851,,,,,,,,
8852,,,,,,,,
8853,,,,,,,,
8854,,,,,,,,
8855,,,,,,,,
8856,,,,,,,,
8857,,,,,,,,
8858,,,,,,,,
8859,,,,,,,,
8860,,,,,,,,
8861,,,,,,,,
8862,,,,,,,,
8863,,,,,,,,
8864,,,,,,,,
8865,,,,,,,,
8866,,,,,,,,
8867,,,,,,,,
8868,,,,,,,,
8869,,,,,,,,
8870,,,,,,,,
8871,,,,,,,,
8872,,,,,,,,
8873,,,,,,,,
8874,,,,,,,,
8875,,,,,,,,
8876,,,,,,,,
8877,,,,,,,,
8878,,,,,,,,
8879,,,,,,,,
8880,,,,,,,,
8881,,,,,,,,
8882,,,,,,,,
8883,,,,,,,,
8884,,,,,,,,
8885,,,,,,,,
8886,,,,,,,,
8887,,,,,,,,
8888,,,,,,,,
8889,,,,,,,,
8890,,,,,,,,
8891,,,,,,,,
8892,,,,,,,,
8893,,,,,,,,
8894,,,,,,,,
8895,,,,,,,,
8896,,,,,,,,
8897,,,,,,,,
8898,,,,,,,,
8899,,,,,,,,
8900,,,,,,,,
8901,,,,,,,,
8902,,,,,,,,
8903,,,,,,,,
8904,,,,,,,,
8905,,,,,,,,
8906,,,,,,,,
8907,,,,,,,,
